Code,Area,Year,Measure,Value
E09000003,Barnet,Year ending Jun 1998,Median,"110,000"
E09000004,Bexley,Year ending Jun 1998,Median,"75,000"
E09000005,Brent,Year ending Jun 1998,Median,"89,950"
E09000006,Bromley,Year ending Jun 1998,Median,"92,000"
E09000007,Camden,Year ending Jun 1998,Median,"150,000"
E09000008,Croydon,Year ending Jun 1998,Median,"75,000"
E09000009,Ealing,Year ending Jun 1998,Median,"97,950"
E09000010,Enfield,Year ending Jun 1998,Median,"81,500"
E09000011,Greenwich,Year ending Jun 1998,Median,"70,000"
E09000012,Hackney,Year ending Jun 1998,Median,"82,000"
E09000013,Hammersmith and Fulham,Year ending Jun 1998,Median,"151,000"
E09000014,Haringey,Year ending Jun 1998,Median,"87,000"
E09000015,Harrow,Year ending Jun 1998,Median,"101,000"
E09000016,Havering,Year ending Jun 1998,Median,"78,000"
E09000017,Hillingdon,Year ending Jun 1998,Median,"84,500"
E09000018,Hounslow,Year ending Jun 1998,Median,"87,995"
E09000019,Islington,Year ending Jun 1998,Median,"129,975"
E09000020,Kensington and Chelsea,Year ending Jun 1998,Median,"239,700"
E09000021,Kingston upon Thames,Year ending Jun 1998,Median,"101,000"
E09000022,Lambeth,Year ending Jun 1998,Median,"92,000"
E09000023,Lewisham,Year ending Jun 1998,Median,"68,000"
E09000024,Merton,Year ending Jun 1998,Median,"91,000"
E09000025,Newham,Year ending Jun 1998,Median,"59,995"
E09000026,Redbridge,Year ending Jun 1998,Median,"81,000"
E09000027,Richmond upon Thames,Year ending Jun 1998,Median,"147,500"
E09000028,Southwark,Year ending Jun 1998,Median,"90,000"
E09000029,Sutton,Year ending Jun 1998,Median,"80,000"
E09000030,Tower Hamlets,Year ending Jun 1998,Median,"102,500"
E09000031,Waltham Forest,Year ending Jun 1998,Median,"67,000"
E09000032,Wandsworth,Year ending Jun 1998,Median,"117,000"
E09000033,Westminster,Year ending Jun 1998,Median,"172,000"
E12000001,North East,Year ending Jun 1998,Median,"47,500"
E12000002,North West,Year ending Jun 1998,Median,"49,950"
E12000003,Yorkshire And The Humber,Year ending Jun 1998,Median,"49,393"
E12000004,East Midlands,Year ending Jun 1998,Median,"52,000"
E12000005,West Midlands,Year ending Jun 1998,Median,"55,001"
E12000006,East of England,Year ending Jun 1998,Median,"66,000"
E12000007,London,Year ending Jun 1998,Median,"91,000"
E12000008,South East,Year ending Jun 1998,Median,"78,500"
E12000009,South West,Year ending Jun 1998,Median,"64,000"
E92000001,England,Year ending Jun 1998,Median,"64,000"
W92000004,Wales,Year ending Jun 1998,Median,"48,500"
K04000001,England And Wales,Year ending Jun 1998,Median,"63,000"
E09000001,City of London,Year ending Sep 1998,Median,"160,000"
E09000002,Barking and Dagenham,Year ending Sep 1998,Median,"58,000"
E09000003,Barnet,Year ending Sep 1998,Median,"113,748"
E09000004,Bexley,Year ending Sep 1998,Median,"77,000"
E09000005,Brent,Year ending Sep 1998,Median,"93,000"
E09000006,Bromley,Year ending Sep 1998,Median,"96,000"
E09000007,Camden,Year ending Sep 1998,Median,"158,000"
E09000008,Croydon,Year ending Sep 1998,Median,"77,000"
E09000009,Ealing,Year ending Sep 1998,Median,"100,000"
E09000010,Enfield,Year ending Sep 1998,Median,"83,000"
E09000011,Greenwich,Year ending Sep 1998,Median,"73,500"
E09000012,Hackney,Year ending Sep 1998,Median,"84,950"
E09000013,Hammersmith and Fulham,Year ending Sep 1998,Median,"156,000"
E09000014,Haringey,Year ending Sep 1998,Median,"90,000"
E09000015,Harrow,Year ending Sep 1998,Median,"105,000"
E09000016,Havering,Year ending Sep 1998,Median,"80,000"
E09000017,Hillingdon,Year ending Sep 1998,Median,"86,500"
E09000018,Hounslow,Year ending Sep 1998,Median,"91,000"
E09000019,Islington,Year ending Sep 1998,Median,"138,000"
E09000020,Kensington and Chelsea,Year ending Sep 1998,Median,"240,000"
E09000021,Kingston upon Thames,Year ending Sep 1998,Median,"107,950"
E09000022,Lambeth,Year ending Sep 1998,Median,"96,500"
E09000023,Lewisham,Year ending Sep 1998,Median,"70,000"
E09000024,Merton,Year ending Sep 1998,Median,"94,625"
E09000025,Newham,Year ending Sep 1998,Median,"61,000"
E09000026,Redbridge,Year ending Sep 1998,Median,"84,000"
E09000027,Richmond upon Thames,Year ending Sep 1998,Median,"152,500"
E09000028,Southwark,Year ending Sep 1998,Median,"95,000"
E09000029,Sutton,Year ending Sep 1998,Median,"83,750"
E09000030,Tower Hamlets,Year ending Sep 1998,Median,"108,948"
E09000031,Waltham Forest,Year ending Sep 1998,Median,"69,000"
E09000032,Wandsworth,Year ending Sep 1998,Median,"120,000"
E09000033,Westminster,Year ending Sep 1998,Median,"173,000"
E12000001,North East,Year ending Sep 1998,Median,"47,500"
E12000002,North West,Year ending Sep 1998,Median,"50,000"
E12000003,Yorkshire And The Humber,Year ending Sep 1998,Median,"49,950"
E12000004,East Midlands,Year ending Sep 1998,Median,"53,000"
E12000005,West Midlands,Year ending Sep 1998,Median,"56,000"
E12000006,East of England,Year ending Sep 1998,Median,"67,647"
E12000007,London,Year ending Sep 1998,Median,"94,950"
E12000008,South East,Year ending Sep 1998,Median,"81,000"
E12000009,South West,Year ending Sep 1998,Median,"65,000"
E92000001,England,Year ending Sep 1998,Median,"65,000"
W92000004,Wales,Year ending Sep 1998,Median,"49,000"
K04000001,England And Wales,Year ending Sep 1998,Median,"64,500"
E09000001,City of London,Year ending Dec 1998,Median,"169,250"
E09000002,Barking and Dagenham,Year ending Dec 1998,Median,"59,995"
E09000003,Barnet,Year ending Dec 1998,Median,"113,995"
E09000004,Bexley,Year ending Dec 1998,Median,"79,000"
E09000005,Brent,Year ending Dec 1998,Median,"96,000"
E09000006,Bromley,Year ending Dec 1998,Median,"99,995"
E09000007,Camden,Year ending Dec 1998,Median,"160,000"
E09000008,Croydon,Year ending Dec 1998,Median,"79,000"
E09000009,Ealing,Year ending Dec 1998,Median,"103,000"
E09000010,Enfield,Year ending Dec 1998,Median,"85,000"
E09000011,Greenwich,Year ending Dec 1998,Median,"75,000"
E09000012,Hackney,Year ending Dec 1998,Median,"87,500"
E09000013,Hammersmith and Fulham,Year ending Dec 1998,Median,"159,950"
E09000014,Haringey,Year ending Dec 1998,Median,"91,000"
E09000015,Harrow,Year ending Dec 1998,Median,"107,500"
E09000016,Havering,Year ending Dec 1998,Median,"82,500"
E09000017,Hillingdon,Year ending Dec 1998,Median,"89,000"
E09000018,Hounslow,Year ending Dec 1998,Median,"95,000"
E09000019,Islington,Year ending Dec 1998,Median,"145,000"
E09000020,Kensington and Chelsea,Year ending Dec 1998,Median,"245,000"
E09000021,Kingston upon Thames,Year ending Dec 1998,Median,"109,500"
E09000022,Lambeth,Year ending Dec 1998,Median,"100,000"
E09000023,Lewisham,Year ending Dec 1998,Median,"71,250"
E09000024,Merton,Year ending Dec 1998,Median,"96,950"
E09000025,Newham,Year ending Dec 1998,Median,"63,500"
E09000026,Redbridge,Year ending Dec 1998,Median,"85,000"
E09000027,Richmond upon Thames,Year ending Dec 1998,Median,"159,000"
E09000028,Southwark,Year ending Dec 1998,Median,"99,000"
E09000029,Sutton,Year ending Dec 1998,Median,"85,000"
E09000030,Tower Hamlets,Year ending Dec 1998,Median,"115,000"
E09000031,Waltham Forest,Year ending Dec 1998,Median,"71,000"
E09000032,Wandsworth,Year ending Dec 1998,Median,"125,000"
E09000033,Westminster,Year ending Dec 1998,Median,"177,000"
E12000001,North East,Year ending Dec 1998,Median,"48,000"
E12000002,North West,Year ending Dec 1998,Median,"50,000"
E12000003,Yorkshire And The Humber,Year ending Dec 1998,Median,"50,000"
E12000004,East Midlands,Year ending Dec 1998,Median,"53,500"
E12000005,West Midlands,Year ending Dec 1998,Median,"57,000"
E12000006,East of England,Year ending Dec 1998,Median,"69,000"
E12000007,London,Year ending Dec 1998,Median,"96,500"
E12000008,South East,Year ending Dec 1998,Median,"83,000"
E12000009,South West,Year ending Dec 1998,Median,"66,500"
E92000001,England,Year ending Dec 1998,Median,"66,000"
W92000004,Wales,Year ending Dec 1998,Median,"49,500"
K04000001,England And Wales,Year ending Dec 1998,Median,"65,000"
E09000001,City of London,Year ending Mar 1999,Median,"175,000"
E09000002,Barking and Dagenham,Year ending Mar 1999,Median,"60,000"
E09000003,Barnet,Year ending Mar 1999,Median,"116,000"
E09000004,Bexley,Year ending Mar 1999,Median,"79,995"
E09000005,Brent,Year ending Mar 1999,Median,"99,949"
E09000006,Bromley,Year ending Mar 1999,Median,"102,000"
E09000007,Camden,Year ending Mar 1999,Median,"165,000"
E09000008,Croydon,Year ending Mar 1999,Median,"80,000"
E09000009,Ealing,Year ending Mar 1999,Median,"105,750"
E09000010,Enfield,Year ending Mar 1999,Median,"86,000"
E09000011,Greenwich,Year ending Mar 1999,Median,"77,000"
E09000012,Hackney,Year ending Mar 1999,Median,"90,000"
E09000013,Hammersmith and Fulham,Year ending Mar 1999,Median,"160,000"
E09000014,Haringey,Year ending Mar 1999,Median,"92,500"
E09000015,Harrow,Year ending Mar 1999,Median,"110,000"
E09000016,Havering,Year ending Mar 1999,Median,"84,500"
E09000017,Hillingdon,Year ending Mar 1999,Median,"91,000"
E09000018,Hounslow,Year ending Mar 1999,Median,"97,000"
E09000019,Islington,Year ending Mar 1999,Median,"150,000"
E09000020,Kensington and Chelsea,Year ending Mar 1999,Median,"250,000"
E09000021,Kingston upon Thames,Year ending Mar 1999,Median,"111,500"
E09000022,Lambeth,Year ending Mar 1999,Median,"105,000"
E09000023,Lewisham,Year ending Mar 1999,Median,"72,500"
E09000024,Merton,Year ending Mar 1999,Median,"99,950"
E09000025,Newham,Year ending Mar 1999,Median,"64,500"
E09000026,Redbridge,Year ending Mar 1999,Median,"86,500"
E09000027,Richmond upon Thames,Year ending Mar 1999,Median,"162,500"
E09000028,Southwark,Year ending Mar 1999,Median,"102,950"
E09000029,Sutton,Year ending Mar 1999,Median,"87,500"
E09000030,Tower Hamlets,Year ending Mar 1999,Median,"119,000"
E09000031,Waltham Forest,Year ending Mar 1999,Median,"72,500"
E09000032,Wandsworth,Year ending Mar 1999,Median,"128,000"
E09000033,Westminster,Year ending Mar 1999,Median,"185,000"
E12000001,North East,Year ending Mar 1999,Median,"48,500"
E12000002,North West,Year ending Mar 1999,Median,"51,000"
E12000003,Yorkshire And The Humber,Year ending Mar 1999,Median,"50,000"
E12000004,East Midlands,Year ending Mar 1999,Median,"54,000"
E12000005,West Midlands,Year ending Mar 1999,Median,"57,950"
E12000006,East of England,Year ending Mar 1999,Median,"69,995"
E12000007,London,Year ending Mar 1999,Median,"99,950"
E12000008,South East,Year ending Mar 1999,Median,"84,500"
E12000009,South West,Year ending Mar 1999,Median,"67,250"
E92000001,England,Year ending Mar 1999,Median,"67,000"
W92000004,Wales,Year ending Mar 1999,Median,"49,999"
K04000001,England And Wales,Year ending Mar 1999,Median,"66,000"
E09000001,City of London,Year ending Jun 1999,Median,"175,000"
E09000002,Barking and Dagenham,Year ending Jun 1999,Median,"60,000"
E09000003,Barnet,Year ending Jun 1999,Median,"120,000"
E09000004,Bexley,Year ending Jun 1999,Median,"82,000"
E09000005,Brent,Year ending Jun 1999,Median,"102,000"
E09000006,Bromley,Year ending Jun 1999,Median,"106,500"
E09000007,Camden,Year ending Jun 1999,Median,"170,000"
E09000008,Croydon,Year ending Jun 1999,Median,"83,000"
E09000009,Ealing,Year ending Jun 1999,Median,"110,000"
E09000010,Enfield,Year ending Jun 1999,Median,"87,995"
E09000011,Greenwich,Year ending Jun 1999,Median,"79,995"
E09000012,Hackney,Year ending Jun 1999,Median,"95,000"
E09000013,Hammersmith and Fulham,Year ending Jun 1999,Median,"165,000"
E09000014,Haringey,Year ending Jun 1999,Median,"95,000"
E09000015,Harrow,Year ending Jun 1999,Median,"113,000"
E09000016,Havering,Year ending Jun 1999,Median,"85,000"
E09000017,Hillingdon,Year ending Jun 1999,Median,"94,000"
E09000018,Hounslow,Year ending Jun 1999,Median,"100,495"
E09000019,Islington,Year ending Jun 1999,Median,"152,500"
E09000020,Kensington and Chelsea,Year ending Jun 1999,Median,"250,000"
E09000021,Kingston upon Thames,Year ending Jun 1999,Median,"114,950"
E09000022,Lambeth,Year ending Jun 1999,Median,"109,000"
E09000023,Lewisham,Year ending Jun 1999,Median,"75,000"
E09000024,Merton,Year ending Jun 1999,Median,"107,000"
E09000025,Newham,Year ending Jun 1999,Median,"66,000"
E09000026,Redbridge,Year ending Jun 1999,Median,"88,500"
E09000027,Richmond upon Thames,Year ending Jun 1999,Median,"167,000"
E09000028,Southwark,Year ending Jun 1999,Median,"105,950"
E09000029,Sutton,Year ending Jun 1999,Median,"90,000"
E09000030,Tower Hamlets,Year ending Jun 1999,Median,"124,950"
E09000031,Waltham Forest,Year ending Jun 1999,Median,"74,000"
E09000032,Wandsworth,Year ending Jun 1999,Median,"134,000"
E09000033,Westminster,Year ending Jun 1999,Median,"190,000"
E12000001,North East,Year ending Jun 1999,Median,"49,000"
E12000002,North West,Year ending Jun 1999,Median,"51,500"
E12000003,Yorkshire And The Humber,Year ending Jun 1999,Median,"51,000"
E12000004,East Midlands,Year ending Jun 1999,Median,"55,000"
E12000005,West Midlands,Year ending Jun 1999,Median,"58,650"
E12000006,East of England,Year ending Jun 1999,Median,"71,000"
E12000007,London,Year ending Jun 1999,Median,"105,000"
E12000008,South East,Year ending Jun 1999,Median,"86,000"
E12000009,South West,Year ending Jun 1999,Median,"68,950"
E92000001,England,Year ending Jun 1999,Median,"68,500"
W92000004,Wales,Year ending Jun 1999,Median,"50,000"
K04000001,England And Wales,Year ending Jun 1999,Median,"67,995"
E09000001,City of London,Year ending Sep 1999,Median,"180,000"
E09000002,Barking and Dagenham,Year ending Sep 1999,Median,"63,000"
E09000003,Barnet,Year ending Sep 1999,Median,"129,000"
E09000004,Bexley,Year ending Sep 1999,Median,"83,500"
E09000005,Brent,Year ending Sep 1999,Median,"106,000"
E09000006,Bromley,Year ending Sep 1999,Median,"111,500"
E09000007,Camden,Year ending Sep 1999,Median,"182,500"
E09000008,Croydon,Year ending Sep 1999,Median,"85,000"
E09000009,Ealing,Year ending Sep 1999,Median,"117,000"
E09000010,Enfield,Year ending Sep 1999,Median,"90,000"
E09000011,Greenwich,Year ending Sep 1999,Median,"84,000"
E09000012,Hackney,Year ending Sep 1999,Median,"103,000"
E09000013,Hammersmith and Fulham,Year ending Sep 1999,Median,"180,000"
E09000014,Haringey,Year ending Sep 1999,Median,"102,000"
E09000015,Harrow,Year ending Sep 1999,Median,"117,000"
E09000016,Havering,Year ending Sep 1999,Median,"87,500"
E09000017,Hillingdon,Year ending Sep 1999,Median,"98,000"
E09000018,Hounslow,Year ending Sep 1999,Median,"106,635"
E09000019,Islington,Year ending Sep 1999,Median,"160,000"
E09000020,Kensington and Chelsea,Year ending Sep 1999,Median,"270,000"
E09000021,Kingston upon Thames,Year ending Sep 1999,Median,"121,000"
E09000022,Lambeth,Year ending Sep 1999,Median,"115,000"
E09000023,Lewisham,Year ending Sep 1999,Median,"78,000"
E09000024,Merton,Year ending Sep 1999,Median,"115,000"
E09000025,Newham,Year ending Sep 1999,Median,"68,000"
E09000026,Redbridge,Year ending Sep 1999,Median,"93,000"
E09000027,Richmond upon Thames,Year ending Sep 1999,Median,"175,000"
E09000028,Southwark,Year ending Sep 1999,Median,"115,000"
E09000029,Sutton,Year ending Sep 1999,Median,"94,000"
E09000030,Tower Hamlets,Year ending Sep 1999,Median,"133,000"
E09000031,Waltham Forest,Year ending Sep 1999,Median,"77,000"
E09000032,Wandsworth,Year ending Sep 1999,Median,"145,000"
E09000033,Westminster,Year ending Sep 1999,Median,"205,000"
E12000001,North East,Year ending Sep 1999,Median,"50,000"
E12000002,North West,Year ending Sep 1999,Median,"52,500"
E12000003,Yorkshire And The Humber,Year ending Sep 1999,Median,"52,000"
E12000004,East Midlands,Year ending Sep 1999,Median,"56,000"
E12000005,West Midlands,Year ending Sep 1999,Median,"59,950"
E12000006,East of England,Year ending Sep 1999,Median,"73,950"
E12000007,London,Year ending Sep 1999,Median,"111,000"
E12000008,South East,Year ending Sep 1999,Median,"89,000"
E12000009,South West,Year ending Sep 1999,Median,"71,000"
E92000001,England,Year ending Sep 1999,Median,"71,000"
W92000004,Wales,Year ending Sep 1999,Median,"52,000"
K04000001,England And Wales,Year ending Sep 1999,Median,"70,000"
E09000001,City of London,Year ending Dec 1999,Median,"180,000"
E09000002,Barking and Dagenham,Year ending Dec 1999,Median,"65,000"
E09000003,Barnet,Year ending Dec 1999,Median,"135,000"
E09000004,Bexley,Year ending Dec 1999,Median,"86,000"
E09000005,Brent,Year ending Dec 1999,Median,"112,000"
E09000006,Bromley,Year ending Dec 1999,Median,"116,500"
E09000007,Camden,Year ending Dec 1999,Median,"190,000"
E09000008,Croydon,Year ending Dec 1999,Median,"89,000"
E09000009,Ealing,Year ending Dec 1999,Median,"125,000"
E09000010,Enfield,Year ending Dec 1999,Median,"94,000"
E09000011,Greenwich,Year ending Dec 1999,Median,"90,000"
E09000012,Hackney,Year ending Dec 1999,Median,"113,000"
E09000013,Hammersmith and Fulham,Year ending Dec 1999,Median,"191,500"
E09000014,Haringey,Year ending Dec 1999,Median,"110,000"
E09000015,Harrow,Year ending Dec 1999,Median,"124,000"
E09000016,Havering,Year ending Dec 1999,Median,"90,000"
E09000017,Hillingdon,Year ending Dec 1999,Median,"104,950"
E09000018,Hounslow,Year ending Dec 1999,Median,"113,000"
E09000019,Islington,Year ending Dec 1999,Median,"170,000"
E09000020,Kensington and Chelsea,Year ending Dec 1999,Median,"285,000"
E09000021,Kingston upon Thames,Year ending Dec 1999,Median,"129,950"
E09000022,Lambeth,Year ending Dec 1999,Median,"121,000"
E09000023,Lewisham,Year ending Dec 1999,Median,"82,000"
E09000024,Merton,Year ending Dec 1999,Median,"120,000"
E09000025,Newham,Year ending Dec 1999,Median,"71,973"
E09000026,Redbridge,Year ending Dec 1999,Median,"97,500"
E09000027,Richmond upon Thames,Year ending Dec 1999,Median,"183,500"
E09000028,Southwark,Year ending Dec 1999,Median,"123,000"
E09000029,Sutton,Year ending Dec 1999,Median,"98,000"
E09000030,Tower Hamlets,Year ending Dec 1999,Median,"140,000"
E09000031,Waltham Forest,Year ending Dec 1999,Median,"79,995"
E09000032,Wandsworth,Year ending Dec 1999,Median,"155,000"
E09000033,Westminster,Year ending Dec 1999,Median,"220,000"
