Code,Area,Year,Measure,Value
E09000009,Ealing,Year ending Mar 2008,Mean,"335,147"
E09000010,Enfield,Year ending Mar 2008,Mean,"273,574"
E09000011,Greenwich,Year ending Mar 2008,Mean,"264,979"
E09000012,Hackney,Year ending Mar 2008,Mean,"318,847"
E09000013,Hammersmith and Fulham,Year ending Mar 2008,Mean,"553,330"
E09000014,Haringey,Year ending Mar 2008,Mean,"359,339"
E09000015,Harrow,Year ending Mar 2008,Mean,"328,056"
E09000016,Havering,Year ending Mar 2008,Mean,"250,075"
E09000017,Hillingdon,Year ending Mar 2008,Mean,"272,529"
E09000018,Hounslow,Year ending Mar 2008,Mean,"320,669"
E09000019,Islington,Year ending Mar 2008,Mean,"449,310"
E09000020,Kensington and Chelsea,Year ending Mar 2008,Mean,"1,050,766"
E09000021,Kingston upon Thames,Year ending Mar 2008,Mean,"353,079"
E09000022,Lambeth,Year ending Mar 2008,Mean,"348,025"
E09000023,Lewisham,Year ending Mar 2008,Mean,"251,613"
E09000024,Merton,Year ending Mar 2008,Mean,"379,810"
E09000025,Newham,Year ending Mar 2008,Mean,"238,289"
E09000026,Redbridge,Year ending Mar 2008,Mean,"285,045"
E09000027,Richmond upon Thames,Year ending Mar 2008,Mean,"517,383"
E09000028,Southwark,Year ending Mar 2008,Mean,"336,992"
E09000029,Sutton,Year ending Mar 2008,Mean,"265,513"
E09000030,Tower Hamlets,Year ending Mar 2008,Mean,"341,251"
E09000031,Waltham Forest,Year ending Mar 2008,Mean,"249,325"
E09000032,Wandsworth,Year ending Mar 2008,Mean,"463,603"
E09000033,Westminster,Year ending Mar 2008,Mean,"716,163"
E12000001,North East,Year ending Mar 2008,Mean,"143,137"
E12000002,North West,Year ending Mar 2008,Mean,"160,706"
E12000003,Yorkshire And The Humber,Year ending Mar 2008,Mean,"160,332"
E12000004,East Midlands,Year ending Mar 2008,Mean,"169,241"
E12000005,West Midlands,Year ending Mar 2008,Mean,"176,405"
E12000006,East of England,Year ending Mar 2008,Mean,"229,995"
E12000007,London,Year ending Mar 2008,Mean,"357,300"
E12000008,South East,Year ending Mar 2008,Mean,"271,199"
E12000009,South West,Year ending Mar 2008,Mean,"230,069"
E92000001,England,Year ending Mar 2008,Mean,"224,145"
W92000037,Wales,Year ending Mar 2008,Mean,"161,651"
K04000034,England And Wales,Year ending Mar 2008,Mean,"221,271"
E09000001,City of London,Year ending Jun 2008,Mean,"473,844"
E09000002,Barking and Dagenham,Year ending Jun 2008,Mean,"199,339"
E09000003,Barnet,Year ending Jun 2008,Mean,"395,526"
E09000004,Bexley,Year ending Jun 2008,Mean,"226,108"
E09000005,Brent,Year ending Jun 2008,Mean,"332,668"
E09000006,Bromley,Year ending Jun 2008,Mean,"320,312"
E09000007,Camden,Year ending Jun 2008,Mean,"614,702"
E09000008,Croydon,Year ending Jun 2008,Mean,"254,684"
E09000009,Ealing,Year ending Jun 2008,Mean,"340,764"
E09000010,Enfield,Year ending Jun 2008,Mean,"276,152"
E09000011,Greenwich,Year ending Jun 2008,Mean,"270,948"
E09000012,Hackney,Year ending Jun 2008,Mean,"327,871"
E09000013,Hammersmith and Fulham,Year ending Jun 2008,Mean,"565,457"
E09000014,Haringey,Year ending Jun 2008,Mean,"364,066"
E09000015,Harrow,Year ending Jun 2008,Mean,"331,027"
E09000016,Havering,Year ending Jun 2008,Mean,"252,554"
E09000017,Hillingdon,Year ending Jun 2008,Mean,"272,896"
E09000018,Hounslow,Year ending Jun 2008,Mean,"331,002"
E09000019,Islington,Year ending Jun 2008,Mean,"448,717"
E09000020,Kensington and Chelsea,Year ending Jun 2008,Mean,"1,108,978"
E09000021,Kingston upon Thames,Year ending Jun 2008,Mean,"355,826"
E09000022,Lambeth,Year ending Jun 2008,Mean,"348,892"
E09000023,Lewisham,Year ending Jun 2008,Mean,"255,894"
E09000024,Merton,Year ending Jun 2008,Mean,"381,204"
E09000025,Newham,Year ending Jun 2008,Mean,"243,722"
E09000026,Redbridge,Year ending Jun 2008,Mean,"288,028"
E09000027,Richmond upon Thames,Year ending Jun 2008,Mean,"520,946"
E09000028,Southwark,Year ending Jun 2008,Mean,"336,419"
E09000029,Sutton,Year ending Jun 2008,Mean,"271,116"
E09000030,Tower Hamlets,Year ending Jun 2008,Mean,"341,044"
E09000031,Waltham Forest,Year ending Jun 2008,Mean,"251,148"
E09000032,Wandsworth,Year ending Jun 2008,Mean,"464,625"
E09000033,Westminster,Year ending Jun 2008,Mean,"738,523"
E12000001,North East,Year ending Jun 2008,Mean,"143,897"
E12000002,North West,Year ending Jun 2008,Mean,"160,831"
E12000003,Yorkshire And The Humber,Year ending Jun 2008,Mean,"160,805"
E12000004,East Midlands,Year ending Jun 2008,Mean,"168,479"
E12000005,West Midlands,Year ending Jun 2008,Mean,"176,356"
E12000006,East of England,Year ending Jun 2008,Mean,"232,047"
E12000007,London,Year ending Jun 2008,Mean,"362,173"
E12000008,South East,Year ending Jun 2008,Mean,"273,902"
E12000009,South West,Year ending Jun 2008,Mean,"230,755"
E92000001,England,Year ending Jun 2008,Mean,"225,694"
W92000038,Wales,Year ending Jun 2008,Mean,"161,352"
K04000035,England And Wales,Year ending Jun 2008,Mean,"222,696"
E09000001,City of London,Year ending Sep 2008,Mean,"430,785"
E09000002,Barking and Dagenham,Year ending Sep 2008,Mean,"199,395"
E09000003,Barnet,Year ending Sep 2008,Mean,"394,071"
E09000004,Bexley,Year ending Sep 2008,Mean,"224,553"
E09000005,Brent,Year ending Sep 2008,Mean,"330,942"
E09000006,Bromley,Year ending Sep 2008,Mean,"318,035"
E09000007,Camden,Year ending Sep 2008,Mean,"630,638"
E09000008,Croydon,Year ending Sep 2008,Mean,"255,613"
E09000009,Ealing,Year ending Sep 2008,Mean,"339,024"
E09000010,Enfield,Year ending Sep 2008,Mean,"273,302"
E09000011,Greenwich,Year ending Sep 2008,Mean,"270,535"
E09000012,Hackney,Year ending Sep 2008,Mean,"324,069"
E09000013,Hammersmith and Fulham,Year ending Sep 2008,Mean,"563,831"
E09000014,Haringey,Year ending Sep 2008,Mean,"353,203"
E09000015,Harrow,Year ending Sep 2008,Mean,"321,849"
E09000016,Havering,Year ending Sep 2008,Mean,"249,519"
E09000017,Hillingdon,Year ending Sep 2008,Mean,"271,690"
E09000018,Hounslow,Year ending Sep 2008,Mean,"326,201"
E09000019,Islington,Year ending Sep 2008,Mean,"439,739"
E09000020,Kensington and Chelsea,Year ending Sep 2008,Mean,"1,116,129"
E09000021,Kingston upon Thames,Year ending Sep 2008,Mean,"360,191"
E09000022,Lambeth,Year ending Sep 2008,Mean,"342,439"
E09000023,Lewisham,Year ending Sep 2008,Mean,"254,359"
E09000024,Merton,Year ending Sep 2008,Mean,"373,098"
E09000025,Newham,Year ending Sep 2008,Mean,"244,433"
E09000026,Redbridge,Year ending Sep 2008,Mean,"285,705"
E09000027,Richmond upon Thames,Year ending Sep 2008,Mean,"515,515"
E09000028,Southwark,Year ending Sep 2008,Mean,"334,725"
E09000029,Sutton,Year ending Sep 2008,Mean,"267,693"
E09000030,Tower Hamlets,Year ending Sep 2008,Mean,"339,403"
E09000031,Waltham Forest,Year ending Sep 2008,Mean,"246,718"
E09000032,Wandsworth,Year ending Sep 2008,Mean,"454,038"
E09000033,Westminster,Year ending Sep 2008,Mean,"746,194"
E12000001,North East,Year ending Sep 2008,Mean,"143,516"
E12000002,North West,Year ending Sep 2008,Mean,"159,564"
E12000003,Yorkshire And The Humber,Year ending Sep 2008,Mean,"158,860"
E12000004,East Midlands,Year ending Sep 2008,Mean,"166,791"
E12000005,West Midlands,Year ending Sep 2008,Mean,"174,775"
E12000006,East of England,Year ending Sep 2008,Mean,"230,033"
E12000007,London,Year ending Sep 2008,Mean,"360,583"
E12000008,South East,Year ending Sep 2008,Mean,"271,754"
E12000009,South West,Year ending Sep 2008,Mean,"227,777"
E92000001,England,Year ending Sep 2008,Mean,"223,285"
W92000039,Wales,Year ending Sep 2008,Mean,"158,713"
K04000036,England And Wales,Year ending Sep 2008,Mean,"220,225"
E09000001,City of London,Year ending Dec 2008,Mean,"412,940"
E09000002,Barking and Dagenham,Year ending Dec 2008,Mean,"196,942"
E09000003,Barnet,Year ending Dec 2008,Mean,"387,784"
E09000004,Bexley,Year ending Dec 2008,Mean,"219,495"
E09000005,Brent,Year ending Dec 2008,Mean,"328,763"
E09000006,Bromley,Year ending Dec 2008,Mean,"304,375"
E09000007,Camden,Year ending Dec 2008,Mean,"656,935"
E09000008,Croydon,Year ending Dec 2008,Mean,"253,571"
E09000009,Ealing,Year ending Dec 2008,Mean,"327,502"
E09000010,Enfield,Year ending Dec 2008,Mean,"271,592"
E09000011,Greenwich,Year ending Dec 2008,Mean,"267,688"
E09000012,Hackney,Year ending Dec 2008,Mean,"318,166"
E09000013,Hammersmith and Fulham,Year ending Dec 2008,Mean,"565,249"
E09000014,Haringey,Year ending Dec 2008,Mean,"346,868"
E09000015,Harrow,Year ending Dec 2008,Mean,"314,681"
E09000016,Havering,Year ending Dec 2008,Mean,"246,272"
E09000017,Hillingdon,Year ending Dec 2008,Mean,"268,423"
E09000018,Hounslow,Year ending Dec 2008,Mean,"314,107"
E09000019,Islington,Year ending Dec 2008,Mean,"425,669"
E09000020,Kensington and Chelsea,Year ending Dec 2008,Mean,"1,185,892"
E09000021,Kingston upon Thames,Year ending Dec 2008,Mean,"356,364"
E09000022,Lambeth,Year ending Dec 2008,Mean,"342,138"
E09000023,Lewisham,Year ending Dec 2008,Mean,"250,581"
E09000024,Merton,Year ending Dec 2008,Mean,"369,174"
E09000025,Newham,Year ending Dec 2008,Mean,"243,171"
E09000026,Redbridge,Year ending Dec 2008,Mean,"280,700"
E09000027,Richmond upon Thames,Year ending Dec 2008,Mean,"508,911"
E09000028,Southwark,Year ending Dec 2008,Mean,"328,055"
E09000029,Sutton,Year ending Dec 2008,Mean,"259,375"
E09000030,Tower Hamlets,Year ending Dec 2008,Mean,"328,379"
E09000031,Waltham Forest,Year ending Dec 2008,Mean,"238,156"
E09000032,Wandsworth,Year ending Dec 2008,Mean,"444,944"
E09000033,Westminster,Year ending Dec 2008,Mean,"781,173"
E12000001,North East,Year ending Dec 2008,Mean,"141,506"
E12000002,North West,Year ending Dec 2008,Mean,"156,614"
E12000003,Yorkshire And The Humber,Year ending Dec 2008,Mean,"155,602"
E12000004,East Midlands,Year ending Dec 2008,Mean,"162,800"
E12000005,West Midlands,Year ending Dec 2008,Mean,"171,291"
E12000006,East of England,Year ending Dec 2008,Mean,"225,874"
E12000007,London,Year ending Dec 2008,Mean,"361,738"
E12000008,South East,Year ending Dec 2008,Mean,"267,494"
E12000009,South West,Year ending Dec 2008,Mean,"222,073"
E92000001,England,Year ending Dec 2008,Mean,"219,924"
W92000040,Wales,Year ending Dec 2008,Mean,"155,173"
K04000037,England And Wales,Year ending Dec 2008,Mean,"216,799"
E09000001,City of London,Year ending Mar 2009,Mean,"394,770"
E09000002,Barking and Dagenham,Year ending Mar 2009,Mean,"190,499"
E09000003,Barnet,Year ending Mar 2009,Mean,"385,149"
E09000004,Bexley,Year ending Mar 2009,Mean,"214,607"
E09000005,Brent,Year ending Mar 2009,Mean,"324,429"
E09000006,Bromley,Year ending Mar 2009,Mean,"302,607"
E09000007,Camden,Year ending Mar 2009,Mean,"663,859"
E09000008,Croydon,Year ending Mar 2009,Mean,"252,069"
E09000009,Ealing,Year ending Mar 2009,Mean,"322,873"
E09000010,Enfield,Year ending Mar 2009,Mean,"267,345"
E09000011,Greenwich,Year ending Mar 2009,Mean,"266,531"
E09000012,Hackney,Year ending Mar 2009,Mean,"319,013"
E09000013,Hammersmith and Fulham,Year ending Mar 2009,Mean,"555,758"
E09000014,Haringey,Year ending Mar 2009,Mean,"346,455"
E09000015,Harrow,Year ending Mar 2009,Mean,"305,254"
E09000016,Havering,Year ending Mar 2009,Mean,"241,705"
E09000017,Hillingdon,Year ending Mar 2009,Mean,"265,659"
E09000018,Hounslow,Year ending Mar 2009,Mean,"306,648"
E09000019,Islington,Year ending Mar 2009,Mean,"418,755"
E09000020,Kensington and Chelsea,Year ending Mar 2009,Mean,"1,144,869"
E09000021,Kingston upon Thames,Year ending Mar 2009,Mean,"353,924"
E09000022,Lambeth,Year ending Mar 2009,Mean,"337,445"
E09000023,Lewisham,Year ending Mar 2009,Mean,"247,194"
E09000024,Merton,Year ending Mar 2009,Mean,"360,161"
E09000025,Newham,Year ending Mar 2009,Mean,"236,491"
E09000026,Redbridge,Year ending Mar 2009,Mean,"271,011"
E09000027,Richmond upon Thames,Year ending Mar 2009,Mean,"504,190"
E09000028,Southwark,Year ending Mar 2009,Mean,"325,587"
E09000029,Sutton,Year ending Mar 2009,Mean,"249,612"
E09000030,Tower Hamlets,Year ending Mar 2009,Mean,"320,260"
E09000031,Waltham Forest,Year ending Mar 2009,Mean,"230,032"
E09000032,Wandsworth,Year ending Mar 2009,Mean,"438,171"
E09000033,Westminster,Year ending Mar 2009,Mean,"784,293"
E12000001,North East,Year ending Mar 2009,Mean,"140,254"
E12000002,North West,Year ending Mar 2009,Mean,"154,798"
E12000003,Yorkshire And The Humber,Year ending Mar 2009,Mean,"153,585"
E12000004,East Midlands,Year ending Mar 2009,Mean,"160,240"
E12000005,West Midlands,Year ending Mar 2009,Mean,"169,192"
E12000006,East of England,Year ending Mar 2009,Mean,"221,126"
E12000007,London,Year ending Mar 2009,Mean,"361,560"
E12000008,South East,Year ending Mar 2009,Mean,"261,777"
E12000009,South West,Year ending Mar 2009,Mean,"217,798"
E92000001,England,Year ending Mar 2009,Mean,"216,373"
W92000041,Wales,Year ending Mar 2009,Mean,"153,959"
K04000038,England And Wales,Year ending Mar 2009,Mean,"213,297"
E09000001,City of London,Year ending Jun 2009,Mean,"421,877"
E09000002,Barking and Dagenham,Year ending Jun 2009,Mean,"180,768"
E09000003,Barnet,Year ending Jun 2009,Mean,"380,570"
E09000004,Bexley,Year ending Jun 2009,Mean,"210,149"
E09000005,Brent,Year ending Jun 2009,Mean,"318,751"
E09000006,Bromley,Year ending Jun 2009,Mean,"298,434"
E09000007,Camden,Year ending Jun 2009,Mean,"626,541"
E09000008,Croydon,Year ending Jun 2009,Mean,"242,241"
E09000009,Ealing,Year ending Jun 2009,Mean,"317,427"
E09000010,Enfield,Year ending Jun 2009,Mean,"263,633"
E09000011,Greenwich,Year ending Jun 2009,Mean,"254,025"
E09000012,Hackney,Year ending Jun 2009,Mean,"296,991"
E09000013,Hammersmith and Fulham,Year ending Jun 2009,Mean,"529,081"
E09000014,Haringey,Year ending Jun 2009,Mean,"334,027"
E09000015,Harrow,Year ending Jun 2009,Mean,"294,625"
E09000016,Havering,Year ending Jun 2009,Mean,"233,061"
E09000017,Hillingdon,Year ending Jun 2009,Mean,"258,943"
E09000018,Hounslow,Year ending Jun 2009,Mean,"295,564"
E09000019,Islington,Year ending Jun 2009,Mean,"404,858"
E09000020,Kensington and Chelsea,Year ending Jun 2009,Mean,"1,093,241"
E09000021,Kingston upon Thames,Year ending Jun 2009,Mean,"338,317"
E09000022,Lambeth,Year ending Jun 2009,Mean,"332,003"
E09000023,Lewisham,Year ending Jun 2009,Mean,"241,583"
E09000024,Merton,Year ending Jun 2009,Mean,"340,168"
E09000025,Newham,Year ending Jun 2009,Mean,"214,784"
E09000026,Redbridge,Year ending Jun 2009,Mean,"261,689"
E09000027,Richmond upon Thames,Year ending Jun 2009,Mean,"489,576"
E09000028,Southwark,Year ending Jun 2009,Mean,"325,480"
E09000029,Sutton,Year ending Jun 2009,Mean,"237,782"
E09000030,Tower Hamlets,Year ending Jun 2009,Mean,"316,859"
E09000031,Waltham Forest,Year ending Jun 2009,Mean,"219,404"
E09000032,Wandsworth,Year ending Jun 2009,Mean,"436,633"
E09000033,Westminster,Year ending Jun 2009,Mean,"790,577"
E12000001,North East,Year ending Jun 2009,Mean,"137,050"
E12000002,North West,Year ending Jun 2009,Mean,"151,784"
E12000003,Yorkshire And The Humber,Year ending Jun 2009,Mean,"149,210"
E12000004,East Midlands,Year ending Jun 2009,Mean,"156,474"
E12000005,West Midlands,Year ending Jun 2009,Mean,"165,551"
E12000006,East of England,Year ending Jun 2009,Mean,"214,251"
E12000007,London,Year ending Jun 2009,Mean,"355,925"
E12000008,South East,Year ending Jun 2009,Mean,"253,678"
E12000009,South West,Year ending Jun 2009,Mean,"211,592"
E92000001,England,Year ending Jun 2009,Mean,"211,173"
W92000042,Wales,Year ending Jun 2009,Mean,"150,582"
K04000039,England And Wales,Year ending Jun 2009,Mean,"208,207"
E09000001,City of London,Year ending Sep 2009,Mean,"427,827"
E09000002,Barking and Dagenham,Year ending Sep 2009,Mean,"170,769"
E09000003,Barnet,Year ending Sep 2009,Mean,"379,779"
E09000004,Bexley,Year ending Sep 2009,Mean,"208,169"
E09000005,Brent,Year ending Sep 2009,Mean,"315,397"
E09000006,Bromley,Year ending Sep 2009,Mean,"290,219"
E09000007,Camden,Year ending Sep 2009,Mean,"601,747"
E09000008,Croydon,Year ending Sep 2009,Mean,"234,893"
E09000009,Ealing,Year ending Sep 2009,Mean,"322,500"
E09000010,Enfield,Year ending Sep 2009,Mean,"265,338"
E09000011,Greenwich,Year ending Sep 2009,Mean,"262,239"
E09000012,Hackney,Year ending Sep 2009,Mean,"303,744"
E09000013,Hammersmith and Fulham,Year ending Sep 2009,Mean,"536,470"
E09000014,Haringey,Year ending Sep 2009,Mean,"343,171"
E09000015,Harrow,Year ending Sep 2009,Mean,"288,922"
E09000016,Havering,Year ending Sep 2009,Mean,"223,867"
E09000017,Hillingdon,Year ending Sep 2009,Mean,"256,830"
E09000018,Hounslow,Year ending Sep 2009,Mean,"310,473"
E09000019,Islington,Year ending Sep 2009,Mean,"405,824"
E09000020,Kensington and Chelsea,Year ending Sep 2009,Mean,"1,075,187"
E09000021,Kingston upon Thames,Year ending Sep 2009,Mean,"322,697"
E09000022,Lambeth,Year ending Sep 2009,Mean,"326,431"
E09000023,Lewisham,Year ending Sep 2009,Mean,"239,185"
E09000024,Merton,Year ending Sep 2009,Mean,"350,717"
E09000025,Newham,Year ending Sep 2009,Mean,"208,002"
E09000026,Redbridge,Year ending Sep 2009,Mean,"256,656"
E09000027,Richmond upon Thames,Year ending Sep 2009,Mean,"477,884"
E09000028,Southwark,Year ending Sep 2009,Mean,"328,390"
E09000029,Sutton,Year ending Sep 2009,Mean,"239,943"
E09000030,Tower Hamlets,Year ending Sep 2009,Mean,"321,488"
E09000031,Waltham Forest,Year ending Sep 2009,Mean,"216,550"
E09000032,Wandsworth,Year ending Sep 2009,Mean,"439,166"
E09000033,Westminster,Year ending Sep 2009,Mean,"758,786"
E12000001,North East,Year ending Sep 2009,Mean,"136,395"
E12000002,North West,Year ending Sep 2009,Mean,"151,353"
E12000003,Yorkshire And The Humber,Year ending Sep 2009,Mean,"149,911"
E12000004,East Midlands,Year ending Sep 2009,Mean,"155,418"
E12000005,West Midlands,Year ending Sep 2009,Mean,"165,645"
E12000006,East of England,Year ending Sep 2009,Mean,"212,733"
E12000007,London,Year ending Sep 2009,Mean,"356,838"
E12000008,South East,Year ending Sep 2009,Mean,"251,709"
E12000009,South West,Year ending Sep 2009,Mean,"209,340"
E92000001,England,Year ending Sep 2009,Mean,"211,980"
W92000043,Wales,Year ending Sep 2009,Mean,"149,861"
K04000040,England And Wales,Year ending Sep 2009,Mean,"208,985"
E09000001,City of London,Year ending Dec 2009,Mean,"449,611"
E09000002,Barking and Dagenham,Year ending Dec 2009,Mean,"166,483"
E09000003,Barnet,Year ending Dec 2009,Mean,"382,143"
E09000004,Bexley,Year ending Dec 2009,Mean,"209,521"
E09000005,Brent,Year ending Dec 2009,Mean,"322,691"
E09000006,Bromley,Year ending Dec 2009,Mean,"301,946"
E09000007,Camden,Year ending Dec 2009,Mean,"600,683"
E09000008,Croydon,Year ending Dec 2009,Mean,"233,442"
E09000009,Ealing,Year ending Dec 2009,Mean,"328,818"
E09000010,Enfield,Year ending Dec 2009,Mean,"266,596"
E09000011,Greenwich,Year ending Dec 2009,Mean,"264,755"
E09000012,Hackney,Year ending Dec 2009,Mean,"313,700"
E09000013,Hammersmith and Fulham,Year ending Dec 2009,Mean,"555,613"
E09000014,Haringey,Year ending Dec 2009,Mean,"350,064"
E09000015,Harrow,Year ending Dec 2009,Mean,"290,911"
E09000016,Havering,Year ending Dec 2009,Mean,"225,795"
E09000017,Hillingdon,Year ending Dec 2009,Mean,"255,440"
E09000018,Hounslow,Year ending Dec 2009,Mean,"314,530"
E09000019,Islington,Year ending Dec 2009,Mean,"414,331"
E09000020,Kensington and Chelsea,Year ending Dec 2009,Mean,"1,042,685"
E09000021,Kingston upon Thames,Year ending Dec 2009,Mean,"328,180"
E09000022,Lambeth,Year ending Dec 2009,Mean,"336,758"
E09000023,Lewisham,Year ending Dec 2009,Mean,"239,481"
E09000024,Merton,Year ending Dec 2009,Mean,"361,132"
E09000025,Newham,Year ending Dec 2009,Mean,"206,115"
E09000026,Redbridge,Year ending Dec 2009,Mean,"255,681"
E09000027,Richmond upon Thames,Year ending Dec 2009,Mean,"508,409"
E09000028,Southwark,Year ending Dec 2009,Mean,"338,570"
E09000029,Sutton,Year ending Dec 2009,Mean,"239,794"
E09000030,Tower Hamlets,Year ending Dec 2009,Mean,"333,797"
E09000031,Waltham Forest,Year ending Dec 2009,Mean,"220,077"
E09000032,Wandsworth,Year ending Dec 2009,Mean,"459,109"
E09000033,Westminster,Year ending Dec 2009,Mean,"742,745"
E12000001,North East,Year ending Dec 2009,Mean,"139,768"
E12000002,North West,Year ending Dec 2009,Mean,"154,472"
E12000003,Yorkshire And The Humber,Year ending Dec 2009,Mean,"153,359"
E12000004,East Midlands,Year ending Dec 2009,Mean,"157,812"
E12000005,West Midlands,Year ending Dec 2009,Mean,"167,326"
E12000006,East of England,Year ending Dec 2009,Mean,"215,142"
E12000007,London,Year ending Dec 2009,Mean,"362,673"
E12000008,South East,Year ending Dec 2009,Mean,"253,991"
E12000009,South West,Year ending Dec 2009,Mean,"210,709"
E92000001,England,Year ending Dec 2009,Mean,"216,268"
W92000044,Wales,Year ending Dec 2009,Mean,"151,784"
K04000041,England And Wales,Year ending Dec 2009,Mean,"213,274"
E09000001,City of London,Year ending Mar 2010,Mean,"468,528"
E09000002,Barking and Dagenham,Year ending Mar 2010,Mean,"167,337"
E09000003,Barnet,Year ending Mar 2010,Mean,"393,511"
E09000004,Bexley,Year ending Mar 2010,Mean,"214,078"
E09000005,Brent,Year ending Mar 2010,Mean,"321,005"
E09000006,Bromley,Year ending Mar 2010,Mean,"304,674"
E09000007,Camden,Year ending Mar 2010,Mean,"625,664"
E09000008,Croydon,Year ending Mar 2010,Mean,"238,663"
E09000009,Ealing,Year ending Mar 2010,Mean,"334,747"
E09000010,Enfield,Year ending Mar 2010,Mean,"270,103"
E09000011,Greenwich,Year ending Mar 2010,Mean,"272,505"
E09000012,Hackney,Year ending Mar 2010,Mean,"317,652"
E09000013,Hammersmith and Fulham,Year ending Mar 2010,Mean,"568,458"
E09000014,Haringey,Year ending Mar 2010,Mean,"360,777"
E09000015,Harrow,Year ending Mar 2010,Mean,"295,888"
E09000016,Havering,Year ending Mar 2010,Mean,"233,073"
E09000017,Hillingdon,Year ending Mar 2010,Mean,"259,126"
E09000018,Hounslow,Year ending Mar 2010,Mean,"323,953"
E09000019,Islington,Year ending Mar 2010,Mean,"427,232"
E09000020,Kensington and Chelsea,Year ending Mar 2010,Mean,"1,116,117"
E09000021,Kingston upon Thames,Year ending Mar 2010,Mean,"334,037"
E09000022,Lambeth,Year ending Mar 2010,Mean,"343,297"
E09000023,Lewisham,Year ending Mar 2010,Mean,"246,480"
E09000024,Merton,Year ending Mar 2010,Mean,"376,058"
E09000025,Newham,Year ending Mar 2010,Mean,"207,346"
E09000026,Redbridge,Year ending Mar 2010,Mean,"262,208"
E09000027,Richmond upon Thames,Year ending Mar 2010,Mean,"523,607"
E09000028,Southwark,Year ending Mar 2010,Mean,"349,598"
E09000029,Sutton,Year ending Mar 2010,Mean,"246,460"
E09000030,Tower Hamlets,Year ending Mar 2010,Mean,"340,224"
E09000031,Waltham Forest,Year ending Mar 2010,Mean,"224,894"
E09000032,Wandsworth,Year ending Mar 2010,Mean,"470,622"
E09000033,Westminster,Year ending Mar 2010,Mean,"763,191"
E12000001,North East,Year ending Mar 2010,Mean,"141,429"
E12000002,North West,Year ending Mar 2010,Mean,"155,755"
E12000003,Yorkshire And The Humber,Year ending Mar 2010,Mean,"156,157"
E12000004,East Midlands,Year ending Mar 2010,Mean,"159,506"
E12000005,West Midlands,Year ending Mar 2010,Mean,"170,182"
E12000006,East of England,Year ending Mar 2010,Mean,"219,992"
E12000007,London,Year ending Mar 2010,Mean,"374,197"
E12000008,South East,Year ending Mar 2010,Mean,"261,126"
E12000009,South West,Year ending Mar 2010,Mean,"214,893"
E92000001,England,Year ending Mar 2010,Mean,"222,699"
W92000045,Wales,Year ending Mar 2010,Mean,"152,591"
K04000042,England And Wales,Year ending Mar 2010,Mean,"219,493"
E09000001,City of London,Year ending Jun 2010,Mean,"492,036"
E09000002,Barking and Dagenham,Year ending Jun 2010,Mean,"170,149"
E09000003,Barnet,Year ending Jun 2010,Mean,"402,312"
E09000004,Bexley,Year ending Jun 2010,Mean,"218,041"
E09000005,Brent,Year ending Jun 2010,Mean,"326,529"
E09000006,Bromley,Year ending Jun 2010,Mean,"315,267"
E09000007,Camden,Year ending Jun 2010,Mean,"630,093"
E09000008,Croydon,Year ending Jun 2010,Mean,"244,147"
E09000009,Ealing,Year ending Jun 2010,Mean,"338,221"
E09000010,Enfield,Year ending Jun 2010,Mean,"272,617"
E09000011,Greenwich,Year ending Jun 2010,Mean,"280,175"
E09000012,Hackney,Year ending Jun 2010,Mean,"335,968"
E09000013,Hammersmith and Fulham,Year ending Jun 2010,Mean,"591,972"
E09000014,Haringey,Year ending Jun 2010,Mean,"370,636"
E09000015,Harrow,Year ending Jun 2010,Mean,"306,699"
E09000016,Havering,Year ending Jun 2010,Mean,"239,727"
E09000017,Hillingdon,Year ending Jun 2010,Mean,"267,003"
E09000018,Hounslow,Year ending Jun 2010,Mean,"330,029"
E09000019,Islington,Year ending Jun 2010,Mean,"442,799"
E09000020,Kensington and Chelsea,Year ending Jun 2010,Mean,"1,123,172"
E09000021,Kingston upon Thames,Year ending Jun 2010,Mean,"346,665"
E09000022,Lambeth,Year ending Jun 2010,Mean,"354,098"
E09000023,Lewisham,Year ending Jun 2010,Mean,"253,077"
E09000024,Merton,Year ending Jun 2010,Mean,"399,083"
E09000025,Newham,Year ending Jun 2010,Mean,"211,533"
E09000026,Redbridge,Year ending Jun 2010,Mean,"264,137"
E09000027,Richmond upon Thames,Year ending Jun 2010,Mean,"538,002"
E09000028,Southwark,Year ending Jun 2010,Mean,"357,391"
E09000029,Sutton,Year ending Jun 2010,Mean,"251,180"
E09000030,Tower Hamlets,Year ending Jun 2010,Mean,"341,441"
E09000031,Waltham Forest,Year ending Jun 2010,Mean,"228,730"
E09000032,Wandsworth,Year ending Jun 2010,Mean,"477,473"
E09000033,Westminster,Year ending Jun 2010,Mean,"769,071"
E12000001,North East,Year ending Jun 2010,Mean,"143,552"
E12000002,North West,Year ending Jun 2010,Mean,"158,528"
E12000003,Yorkshire And The Humber,Year ending Jun 2010,Mean,"159,456"
E12000004,East Midlands,Year ending Jun 2010,Mean,"162,251"
E12000005,West Midlands,Year ending Jun 2010,Mean,"173,406"
E12000006,East of England,Year ending Jun 2010,Mean,"225,522"
E12000007,London,Year ending Jun 2010,Mean,"382,763"
E12000008,South East,Year ending Jun 2010,Mean,"269,141"
E12000009,South West,Year ending Jun 2010,Mean,"219,587"
E92000001,England,Year ending Jun 2010,Mean,"229,066"
